Participant,asrs,condition,individual_k,consistency,trial,choice,offerI,offerD,Delay,item_k,optimal.choice,accuracy
490,3.555555556,better.immediate,0.0025,1,trial4,0,20,25,140,0.0018,0,1
490,3.555555556,better.immediate,0.0025,1,trial5,0,49,50,117,0.0002,0,1
490,3.555555556,better.immediate,0.0025,1,trial6,0,30,35,80,0.0021,0,1
490,3.555555556,better.immediate,0.0025,1,trial7,0,68,80,118,0.0015,0,1
490,3.555555556,better.immediate,0.0025,1,trial8,0,78,80,165,0.00016,0,1
490,3.555555556,better.immediate,0.0025,1,trial9,0,49,55,120,0.001,0,1
490,3.555555556,better.immediate,0.0025,1,trial10,0,25,30,80,0.0025,0,1
490,3.555555556,better.immediate,0.0025,1,trial11,0,71,75,143,0.0004,0,1
490,3.555555556,better.immediate,0.0025,1,trial12,0,33,35,360,0.00016,0,1
490,3.555555556,better.immediate,0.0025,1,trial13,0,40,50,136,0.0018,0,1
490,3.555555556,better.immediate,0.0025,1,trial14,0,78,85,128,0.0007,0,1
490,3.555555556,better.immediate,0.0025,1,trial15,0,82,85,180,0.0002,0,1
490,3.555555556,better.immediate,0.0025,1,trial16,0,30,35,113,0.0015,0,1
490,3.555555556,better.immediate,0.0025,1,trial17,0,67,80,92,0.0021,0,1
490,3.555555556,better.immediate,0.0025,1,trial18,0,29,30,170,0.0002,0,1
490,3.555555556,better.immediate,0.0025,1,trial19,0,27,30,155,0.0007,0,1
490,3.555555556,better.immediate,0.0025,1,trial20,0,62,75,116,0.0018,0,1
490,3.555555556,better.immediate,0.0025,1,trial21,0,56,60,177,0.0004,0,1
490,3.555555556,better.immediate,0.0025,1,trial22,0,51,60,84,0.0021,0,1
490,3.555555556,better.immediate,0.0025,1,trial23,0,23,25,218,0.0004,0,1
490,3.555555556,better.immediate,0.0025,1,trial24,0,44,55,100,0.0025,0,1
490,3.555555556,better.immediate,0.0025,1,trial25,0,55,60,129,0.0007,0,1
490,3.555555556,better.immediate,0.0025,1,trial26,0,43,50,108,0.0015,0,1
490,3.555555556,better.immediate,0.0025,1,trial27,0,68,85,100,0.0025,0,1
491,2.611111111,better.immediate,0.0025,1,trial1,0,53,55,220,0.00016,0,1
491,2.611111111,better.immediate,0.0025,1,trial2,0,67,75,117,0.001,0,1
491,2.611111111,better.immediate,0.0025,1,trial3,0,22,25,136,0.001,0,1
491,2.611111111,better.immediate,0.0025,1,trial4,0,20,25,140,0.0018,0,1
491,2.611111111,better.immediate,0.0025,1,trial5,0,49,50,117,0.0002,0,1
491,2.611111111,better.immediate,0.0025,1,trial6,0,30,35,80,0.0021,0,1
491,2.611111111,better.immediate,0.0025,1,trial7,0,68,80,118,0.0015,0,1
491,2.611111111,better.immediate,0.0025,1,trial8,0,78,80,165,0.00016,0,1
491,2.611111111,better.immediate,0.0025,1,trial9,0,49,55,120,0.001,0,1
491,2.611111111,better.immediate,0.0025,1,trial10,0,25,30,80,0.0025,0,1
491,2.611111111,better.immediate,0.0025,1,trial11,0,71,75,143,0.0004,0,1
491,2.611111111,better.immediate,0.0025,1,trial12,0,33,35,360,0.00016,0,1
491,2.611111111,better.immediate,0.0025,1,trial13,0,40,50,136,0.0018,0,1
491,2.611111111,better.immediate,0.0025,1,trial14,0,78,85,128,0.0007,0,1
491,2.611111111,better.immediate,0.0025,1,trial15,0,82,85,180,0.0002,0,1
491,2.611111111,better.immediate,0.0025,1,trial16,0,30,35,113,0.0015,0,1
491,2.611111111,better.immediate,0.0025,1,trial17,0,67,80,92,0.0021,0,1
491,2.611111111,better.immediate,0.0025,1,trial18,0,29,30,170,0.0002,0,1
491,2.611111111,better.immediate,0.0025,1,trial19,0,27,30,155,0.0007,0,1
491,2.611111111,better.immediate,0.0025,1,trial20,0,62,75,116,0.0018,0,1
491,2.611111111,better.immediate,0.0025,1,trial21,0,56,60,177,0.0004,0,1
491,2.611111111,better.immediate,0.0025,1,trial22,0,51,60,84,0.0021,0,1
491,2.611111111,better.immediate,0.0025,1,trial23,0,23,25,218,0.0004,0,1
491,2.611111111,better.immediate,0.0025,1,trial24,0,44,55,100,0.0025,0,1
491,2.611111111,better.immediate,0.0025,1,trial25,0,55,60,129,0.0007,0,1
491,2.611111111,better.immediate,0.0025,1,trial26,0,43,50,108,0.0015,0,1
491,2.611111111,better.immediate,0.0025,1,trial27,0,68,85,100,0.0025,0,1
492,1.055555556,better.delayed,0.045,1,trial1,1,29,55,20,0.045,1,1
492,1.055555556,better.delayed,0.045,1,trial2,1,30,75,15,0.1,1,1
492,1.055555556,better.delayed,0.045,1,trial3,1,10,25,15,0.1,1,1
492,1.055555556,better.delayed,0.045,1,trial4,1,10,25,6,0.25,1,1
492,1.055555556,better.delayed,0.045,1,trial5,1,23,50,19,0.061,1,1
492,1.055555556,better.delayed,0.045,1,trial6,1,14,35,5,0.3,1,1
492,1.055555556,better.delayed,0.045,1,trial7,1,32,80,10,0.15,1,1
492,1.055555556,better.delayed,0.045,1,trial8,1,41,80,21,0.045,1,1
492,1.055555556,better.delayed,0.045,1,trial9,1,22,55,15,0.1,1,1
492,1.055555556,better.delayed,0.045,1,trial10,1,11,30,5,0.35,1,1
492,1.055555556,better.delayed,0.045,1,trial11,1,30,75,20,0.075,1,1
492,1.055555556,better.delayed,0.045,1,trial12,1,18,35,21,0.045,1,1
492,1.055555556,better.delayed,0.045,1,trial13,1,20,50,6,0.25,1,1
492,1.055555556,better.delayed,0.045,1,trial14,1,38,85,15,0.082,1,1
492,1.055555556,better.delayed,0.045,1,trial15,1,43,85,16,0.061,1,1
492,1.055555556,better.delayed,0.045,1,trial16,1,14,35,10,0.15,1,1
492,1.055555556,better.delayed,0.045,1,trial17,1,32,80,5,0.3,1,1
492,1.055555556,better.delayed,0.045,1,trial18,1,12,30,24,0.061,1,1
492,1.055555556,better.delayed,0.045,1,trial19,1,12,30,18,0.082,1,1
492,1.055555556,better.delayed,0.045,1,trial20,1,25,75,8,0.25,1,1
492,1.055555556,better.delayed,0.045,1,trial21,1,24,60,20,0.075,1,1
492,1.055555556,better.delayed,0.045,1,trial22,1,24,60,5,0.3,1,1
492,1.055555556,better.delayed,0.045,1,trial23,1,10,25,20,0.075,1,1
492,1.055555556,better.delayed,0.045,1,trial24,1,20,55,5,0.35,1,1
492,1.055555556,better.delayed,0.045,1,trial25,1,25,60,17,0.082,1,1
492,1.055555556,better.delayed,0.045,1,trial26,1,20,50,10,0.15,1,1
492,1.055555556,better.delayed,0.045,1,trial27,1,50,85,2,0.35,1,1
493,2.5,better.immediate,0.0025,1,trial1,0,53,55,220,0.00016,0,1
493,2.5,better.immediate,0.0025,1,trial2,0,67,75,117,0.001,0,1
493,2.5,better.immediate,0.0025,1,trial3,0,22,25,136,0.001,0,1
493,2.5,better.immediate,0.0025,1,trial4,0,20,25,140,0.0018,0,1
493,2.5,better.immediate,0.0025,1,trial5,0,49,50,117,0.0002,0,1
493,2.5,better.immediate,0.0025,1,trial6,0,30,35,80,0.0021,0,1
493,2.5,better.immediate,0.0025,1,trial7,0,68,80,118,0.0015,0,1
493,2.5,better.immediate,0.0025,1,trial8,0,78,80,165,0.00016,0,1
493,2.5,better.immediate,0.0025,1,trial9,0,49,55,120,0.001,0,1
493,2.5,better.immediate,0.0025,1,trial10,0,25,30,80,0.0025,0,1
493,2.5,better.immediate,0.0025,1,trial11,0,71,75,143,0.0004,0,1
493,2.5,better.immediate,0.0025,1,trial12,0,33,35,360,0.00016,0,1
493,2.5,better.immediate,0.0025,1,trial13,0,40,50,136,0.0018,0,1
493,2.5,better.immediate,0.0025,1,trial14,0,78,85,128,0.0007,0,1
493,2.5,better.immediate,0.0025,1,trial15,0,82,85,180,0.0002,0,1
493,2.5,better.immediate,0.0025,1,trial16,0,30,35,113,0.0015,0,1
493,2.5,better.immediate,0.0025,1,trial17,0,67,80,92,0.0021,0,1
493,2.5,better.immediate,0.0025,1,trial18,0,29,30,170,0.0002,0,1
493,2.5,better.immediate,0.0025,1,trial19,0,27,30,155,0.0007,0,1
493,2.5,better.immediate,0.0025,1,trial20,0,62,75,116,0.0018,0,1
493,2.5,better.immediate,0.0025,1,trial21,0,56,60,177,0.0004,0,1
493,2.5,better.immediate,0.0025,1,trial22,0,51,60,84,0.0021,0,1
493,2.5,better.immediate,0.0025,1,trial23,0,23,25,218,0.0004,0,1
493,2.5,better.immediate,0.0025,1,trial24,0,44,55,100,0.0025,0,1
493,2.5,better.immediate,0.0025,1,trial25,0,55,60,129,0.0007,0,1
493,2.5,better.immediate,0.0025,1,trial26,0,43,50,108,0.0015,0,1
493,2.5,better.immediate,0.0025,1,trial27,0,68,85,100,0.0025,0,1
494,1.777777778,better.delayed,0.045,0.888888889,trial1,0,29,55,20,0.045,1,0
494,1.777777778,better.delayed,0.045,0.888888889,trial2,1,30,75,15,0.1,1,1
494,1.777777778,better.delayed,0.045,0.888888889,trial3,1,10,25,15,0.1,1,1
494,1.777777778,better.delayed,0.045,0.888888889,trial4,1,10,25,6,0.25,1,1
494,1.777777778,better.delayed,0.045,0.888888889,trial5,0,23,50,19,0.061,1,0
494,1.777777778,better.delayed,0.045,0.888888889,trial6,1,14,35,5,0.3,1,1
494,1.777777778,better.delayed,0.045,0.888888889,trial7,1,32,80,10,0.15,1,1
494,1.777777778,better.delayed,0.045,0.888888889,trial8,1,41,80,21,0.045,1,1
494,1.777777778,better.delayed,0.045,0.888888889,trial9,1,22,55,15,0.1,1,1
494,1.777777778,better.delayed,0.045,0.888888889,trial10,1,11,30,5,0.35,1,1
494,1.777777778,better.delayed,0.045,0.888888889,trial11,1,30,75,20,0.075,1,1
494,1.777777778,better.delayed,0.045,0.888888889,trial12,1,18,35,21,0.045,1,1
494,1.777777778,better.delayed,0.045,0.888888889,trial13,1,20,50,6,0.25,1,1
494,1.777777778,better.delayed,0.045,0.888888889,trial14,1,38,85,15,0.082,1,1
494,1.777777778,better.delayed,0.045,0.888888889,trial15,1,43,85,16,0.061,1,1
494,1.777777778,better.delayed,0.045,0.888888889,trial16,1,14,35,10,0.15,1,1
494,1.777777778,better.delayed,0.045,0.888888889,trial17,1,32,80,5,0.3,1,1
494,1.777777778,better.delayed,0.045,0.888888889,trial18,0,12,30,24,0.061,1,0
494,1.777777778,better.delayed,0.045,0.888888889,trial19,1,12,30,18,0.082,1,1
494,1.777777778,better.delayed,0.045,0.888888889,trial20,1,25,75,8,0.25,1,1
494,1.777777778,better.delayed,0.045,0.888888889,trial21,1,24,60,20,0.075,1,1
494,1.777777778,better.delayed,0.045,0.888888889,trial22,1,24,60,5,0.3,1,1
494,1.777777778,better.delayed,0.045,0.888888889,trial23,0,10,25,20,0.075,1,0
494,1.777777778,better.delayed,0.045,0.888888889,trial24,1,20,55,5,0.35,1,1
494,1.777777778,better.delayed,0.045,0.888888889,trial25,1,25,60,17,0.082,1,1
494,1.777777778,better.delayed,0.045,0.888888889,trial26,1,20,50,10,0.15,1,1
494,1.777777778,better.delayed,0.045,0.888888889,trial27,1,50,85,2,0.35,1,1
495,2.166666667,better.delayed,0.045,1,trial1,1,29,55,20,0.045,1,1
495,2.166666667,better.delayed,0.045,1,trial2,1,30,75,15,0.1,1,1
495,2.166666667,better.delayed,0.045,1,trial3,1,10,25,15,0.1,1,1
495,2.166666667,better.delayed,0.045,1,trial4,1,10,25,6,0.25,1,1
495,2.166666667,better.delayed,0.045,1,trial5,1,23,50,19,0.061,1,1
495,2.166666667,better.delayed,0.045,1,trial6,1,14,35,5,0.3,1,1
495,2.166666667,better.delayed,0.045,1,trial7,1,32,80,10,0.15,1,1
495,2.166666667,better.delayed,0.045,1,trial8,1,41,80,21,0.045,1,1
495,2.166666667,better.delayed,0.045,1,trial9,1,22,55,15,0.1,1,1
495,2.166666667,better.delayed,0.045,1,trial10,1,11,30,5,0.35,1,1
495,2.166666667,better.delayed,0.045,1,trial11,1,30,75,20,0.075,1,1
495,2.166666667,better.delayed,0.045,1,trial12,1,18,35,21,0.045,1,1
495,2.166666667,better.delayed,0.045,1,trial13,1,20,50,6,0.25,1,1
495,2.166666667,better.delayed,0.045,1,trial14,1,38,85,15,0.082,1,1
495,2.166666667,better.delayed,0.045,1,trial15,1,43,85,16,0.061,1,1
495,2.166666667,better.delayed,0.045,1,trial16,1,14,35,10,0.15,1,1
495,2.166666667,better.delayed,0.045,1,trial17,1,32,80,5,0.3,1,1
495,2.166666667,better.delayed,0.045,1,trial18,1,12,30,24,0.061,1,1
495,2.166666667,better.delayed,0.045,1,trial19,1,12,30,18,0.082,1,1
495,2.166666667,better.delayed,0.045,1,trial20,1,25,75,8,0.25,1,1
495,2.166666667,better.delayed,0.045,1,trial21,1,24,60,20,0.075,1,1
495,2.166666667,better.delayed,0.045,1,trial22,1,24,60,5,0.3,1,1
495,2.166666667,better.delayed,0.045,1,trial23,1,10,25,20,0.075,1,1
495,2.166666667,better.delayed,0.045,1,trial24,1,20,55,5,0.35,1,1
495,2.166666667,better.delayed,0.045,1,trial25,1,25,60,17,0.082,1,1
495,2.166666667,better.delayed,0.045,1,trial26,1,20,50,10,0.15,1,1
495,2.166666667,better.delayed,0.045,1,trial27,1,50,85,2,0.35,1,1
496,1.722222222,better.immediate,0.0025,1,trial1,0,53,55,220,0.00016,0,1
496,1.722222222,better.immediate,0.0025,1,trial2,0,67,75,117,0.001,0,1
496,1.722222222,better.immediate,0.0025,1,trial3,0,22,25,136,0.001,0,1
496,1.722222222,better.immediate,0.0025,1,trial4,0,20,25,140,0.0018,0,1
496,1.722222222,better.immediate,0.0025,1,trial5,0,49,50,117,0.0002,0,1
496,1.722222222,better.immediate,0.0025,1,trial6,0,30,35,80,0.0021,0,1
496,1.722222222,better.immediate,0.0025,1,trial7,0,68,80,118,0.0015,0,1
496,1.722222222,better.immediate,0.0025,1,trial8,0,78,80,165,0.00016,0,1
496,1.722222222,better.immediate,0.0025,1,trial9,0,49,55,120,0.001,0,1
496,1.722222222,better.immediate,0.0025,1,trial10,0,25,30,80,0.0025,0,1
496,1.722222222,better.immediate,0.0025,1,trial11,0,71,75,143,0.0004,0,1
496,1.722222222,better.immediate,0.0025,1,trial12,0,33,35,360,0.00016,0,1
496,1.722222222,better.immediate,0.0025,1,trial13,0,40,50,136,0.0018,0,1
496,1.722222222,better.immediate,0.0025,1,trial14,0,78,85,128,0.0007,0,1
496,1.722222222,better.immediate,0.0025,1,trial15,0,82,85,180,0.0002,0,1
496,1.722222222,better.immediate,0.0025,1,trial16,0,30,35,113,0.0015,0,1
496,1.722222222,better.immediate,0.0025,1,trial17,0,67,80,92,0.0021,0,1
496,1.722222222,better.immediate,0.0025,1,trial18,0,29,30,170,0.0002,0,1
496,1.722222222,better.immediate,0.0025,1,trial19,0,27,30,155,0.0007,0,1
496,1.722222222,better.immediate,0.0025,1,trial20,0,62,75,116,0.0018,0,1
496,1.722222222,better.immediate,0.0025,1,trial21,0,56,60,177,0.0004,0,1
496,1.722222222,better.immediate,0.0025,1,trial22,0,51,60,84,0.0021,0,1
496,1.722222222,better.immediate,0.0025,1,trial23,0,23,25,218,0.0004,0,1
496,1.722222222,better.immediate,0.0025,1,trial24,0,44,55,100,0.0025,0,1
496,1.722222222,better.immediate,0.0025,1,trial25,0,55,60,129,0.0007,0,1
496,1.722222222,better.immediate,0.0025,1,trial26,0,43,50,108,0.0015,0,1
496,1.722222222,better.immediate,0.0025,1,trial27,0,68,85,100,0.0025,0,1
497,3.333333333,better.delayed,0.1,0.777777778,trial1,0,29,55,20,0.045,1,0
497,3.333333333,better.delayed,0.1,0.777777778,trial2,1,30,75,15,0.1,1,1
497,3.333333333,better.delayed,0.1,0.777777778,trial3,0,10,25,15,0.1,1,0
497,3.333333333,better.delayed,0.1,0.777777778,trial4,1,10,25,6,0.25,1,1
497,3.333333333,better.delayed,0.1,0.777777778,trial5,0,23,50,19,0.061,1,0
497,3.333333333,better.delayed,0.1,0.777777778,trial6,1,14,35,5,0.3,1,1
497,3.333333333,better.delayed,0.1,0.777777778,trial7,1,32,80,10,0.15,1,1
497,3.333333333,better.delayed,0.1,0.777777778,trial8,0,41,80,21,0.045,1,0
497,3.333333333,better.delayed,0.1,0.777777778,trial9,1,22,55,15,0.1,1,1
497,3.333333333,better.delayed,0.1,0.777777778,trial10,0,11,30,5,0.35,1,0
497,3.333333333,better.delayed,0.1,0.777777778,trial11,0,30,75,20,0.075,1,0
497,3.333333333,better.delayed,0.1,0.777777778,trial12,1,18,35,21,0.045,1,1
497,3.333333333,better.delayed,0.1,0.777777778,trial13,1,20,50,6,0.25,1,1
497,3.333333333,better.delayed,0.1,0.777777778,trial14,0,38,85,15,0.082,1,0
497,3.333333333,better.delayed,0.1,0.777777778,trial15,0,43,85,16,0.061,1,0
497,3.333333333,better.delayed,0.1,0.777777778,trial16,1,14,35,10,0.15,1,1
497,3.333333333,better.delayed,0.1,0.777777778,trial17,0,32,80,5,0.3,1,0
497,3.333333333,better.delayed,0.1,0.777777778,trial18,1,12,30,24,0.061,1,1
497,3.333333333,better.delayed,0.1,0.777777778,trial19,0,12,30,18,0.082,1,0
497,3.333333333,better.delayed,0.1,0.777777778,trial20,1,25,75,8,0.25,1,1
497,3.333333333,better.delayed,0.1,0.777777778,trial21,0,24,60,20,0.075,1,0
497,3.333333333,better.delayed,0.1,0.777777778,trial22,1,24,60,5,0.3,1,1
497,3.333333333,better.delayed,0.1,0.777777778,trial23,0,10,25,20,0.075,1,0
497,3.333333333,better.delayed,0.1,0.777777778,trial24,1,20,55,5,0.35,1,1
497,3.333333333,better.delayed,0.1,0.777777778,trial25,1,25,60,17,0.082,1,1
497,3.333333333,better.delayed,0.1,0.777777778,trial26,1,20,50,10,0.15,1,1
497,3.333333333,better.delayed,0.1,0.777777778,trial27,0,50,85,2,0.35,1,0
498,2.333333333,better.delayed,0.045,1,trial1,1,29,55,20,0.045,1,1
498,2.333333333,better.delayed,0.045,1,trial2,1,30,75,15,0.1,1,1
498,2.333333333,better.delayed,0.045,1,trial3,1,10,25,15,0.1,1,1
498,2.333333333,better.delayed,0.045,1,trial4,1,10,25,6,0.25,1,1
498,2.333333333,better.delayed,0.045,1,trial5,1,23,50,19,0.061,1,1
498,2.333333333,better.delayed,0.045,1,trial6,1,14,35,5,0.3,1,1
498,2.333333333,better.delayed,0.045,1,trial7,1,32,80,10,0.15,1,1
498,2.333333333,better.delayed,0.045,1,trial8,1,41,80,21,0.045,1,1
498,2.333333333,better.delayed,0.045,1,trial9,1,22,55,15,0.1,1,1
498,2.333333333,better.delayed,0.045,1,trial10,1,11,30,5,0.35,1,1
498,2.333333333,better.delayed,0.045,1,trial11,1,30,75,20,0.075,1,1
498,2.333333333,better.delayed,0.045,1,trial12,1,18,35,21,0.045,1,1
498,2.333333333,better.delayed,0.045,1,trial13,1,20,50,6,0.25,1,1
498,2.333333333,better.delayed,0.045,1,trial14,1,38,85,15,0.082,1,1
498,2.333333333,better.delayed,0.045,1,trial15,1,43,85,16,0.061,1,1
498,2.333333333,better.delayed,0.045,1,trial16,1,14,35,10,0.15,1,1
498,2.333333333,better.delayed,0.045,1,trial17,1,32,80,5,0.3,1,1
498,2.333333333,better.delayed,0.045,1,trial18,1,12,30,24,0.061,1,1
498,2.333333333,better.delayed,0.045,1,trial19,1,12,30,18,0.082,1,1
498,2.333333333,better.delayed,0.045,1,trial20,1,25,75,8,0.25,1,1
498,2.333333333,better.delayed,0.045,1,trial21,1,24,60,20,0.075,1,1
498,2.333333333,better.delayed,0.045,1,trial22,1,24,60,5,0.3,1,1
498,2.333333333,better.delayed,0.045,1,trial23,1,10,25,20,0.075,1,1
498,2.333333333,better.delayed,0.045,1,trial24,1,20,55,5,0.35,1,1
498,2.333333333,better.delayed,0.045,1,trial25,1,25,60,17,0.082,1,1
498,2.333333333,better.delayed,0.045,1,trial26,1,20,50,10,0.15,1,1
498,2.333333333,better.delayed,0.045,1,trial27,1,50,85,2,0.35,1,1
499,2.166666667,better.immediate,0.0025,1,trial1,0,53,55,220,0.00016,0,1
499,2.166666667,better.immediate,0.0025,1,trial2,0,67,75,117,0.001,0,1
499,2.166666667,better.immediate,0.0025,1,trial3,0,22,25,136,0.001,0,1
499,2.166666667,better.immediate,0.0025,1,trial4,0,20,25,140,0.0018,0,1
499,2.166666667,better.immediate,0.0025,1,trial5,0,49,50,117,0.0002,0,1
499,2.166666667,better.immediate,0.0025,1,trial6,0,30,35,80,0.0021,0,1
499,2.166666667,better.immediate,0.0025,1,trial7,0,68,80,118,0.0015,0,1
499,2.166666667,better.immediate,0.0025,1,trial8,0,78,80,165,0.00016,0,1
499,2.166666667,better.immediate,0.0025,1,trial9,0,49,55,120,0.001,0,1
499,2.166666667,better.immediate,0.0025,1,trial10,0,25,30,80,0.0025,0,1
499,2.166666667,better.immediate,0.0025,1,trial11,0,71,75,143,0.0004,0,1
499,2.166666667,better.immediate,0.0025,1,trial12,0,33,35,360,0.00016,0,1
499,2.166666667,better.immediate,0.0025,1,trial13,0,40,50,136,0.0018,0,1
499,2.166666667,better.immediate,0.0025,1,trial14,0,78,85,128,0.0007,0,1
499,2.166666667,better.immediate,0.0025,1,trial15,0,82,85,180,0.0002,0,1
499,2.166666667,better.immediate,0.0025,1,trial16,0,30,35,113,0.0015,0,1
499,2.166666667,better.immediate,0.0025,1,trial17,0,67,80,92,0.0021,0,1
499,2.166666667,better.immediate,0.0025,1,trial18,0,29,30,170,0.0002,0,1
499,2.166666667,better.immediate,0.0025,1,trial19,0,27,30,155,0.0007,0,1
499,2.166666667,better.immediate,0.0025,1,trial20,0,62,75,116,0.0018,0,1
499,2.166666667,better.immediate,0.0025,1,trial21,0,56,60,177,0.0004,0,1
499,2.166666667,better.immediate,0.0025,1,trial22,0,51,60,84,0.0021,0,1
499,2.166666667,better.immediate,0.0025,1,trial23,0,23,25,218,0.0004,0,1
499,2.166666667,better.immediate,0.0025,1,trial24,0,44,55,100,0.0025,0,1
499,2.166666667,better.immediate,0.0025,1,trial25,0,55,60,129,0.0007,0,1
499,2.166666667,better.immediate,0.0025,1,trial26,0,43,50,108,0.0015,0,1
499,2.166666667,better.immediate,0.0025,1,trial27,0,68,85,100,0.0025,0,1
500,2.611111111,better.immediate,0.0018,0.962962963,trial1,0,53,55,220,0.00016,0,1
500,2.611111111,better.immediate,0.0018,0.962962963,trial2,0,67,75,117,0.001,0,1
500,2.611111111,better.immediate,0.0018,0.962962963,trial3,0,22,25,136,0.001,0,1
500,2.611111111,better.immediate,0.0018,0.962962963,trial4,0,20,25,140,0.0018,0,1
500,2.611111111,better.immediate,0.0018,0.962962963,trial5,0,49,50,117,0.0002,0,1
500,2.611111111,better.immediate,0.0018,0.962962963,trial6,1,30,35,80,0.0021,0,0
500,2.611111111,better.immediate,0.0018,0.962962963,trial7,0,68,80,118,0.0015,0,1
500,2.611111111,better.immediate,0.0018,0.962962963,trial8,0,78,80,165,0.00016,0,1
500,2.611111111,better.immediate,0.0018,0.962962963,trial9,0,49,55,120,0.001,0,1
500,2.611111111,better.immediate,0.0018,0.962962963,trial10,0,25,30,80,0.0025,0,1
500,2.611111111,better.immediate,0.0018,0.962962963,trial11,0,71,75,143,0.0004,0,1
500,2.611111111,better.immediate,0.0018,0.962962963,trial12,0,33,35,360,0.00016,0,1
500,2.611111111,better.immediate,0.0018,0.962962963,trial13,1,40,50,136,0.0018,0,0
500,2.611111111,better.immediate,0.0018,0.962962963,trial14,0,78,85,128,0.0007,0,1
500,2.611111111,better.immediate,0.0018,0.962962963,trial15,0,82,85,180,0.0002,0,1
500,2.611111111,better.immediate,0.0018,0.962962963,trial16,0,30,35,113,0.0015,0,1
500,2.611111111,better.immediate,0.0018,0.962962963,trial17,1,67,80,92,0.0021,0,0
500,2.611111111,better.immediate,0.0018,0.962962963,trial18,0,29,30,170,0.0002,0,1
500,2.611111111,better.immediate,0.0018,0.962962963,trial19,0,27,30,155,0.0007,0,1
500,2.611111111,better.immediate,0.0018,0.962962963,trial20,1,62,75,116,0.0018,0,0
500,2.611111111,better.immediate,0.0018,0.962962963,trial21,0,56,60,177,0.0004,0,1
500,2.611111111,better.immediate,0.0018,0.962962963,trial22,1,51,60,84,0.0021,0,0
500,2.611111111,better.immediate,0.0018,0.962962963,trial23,0,23,25,218,0.0004,0,1
500,2.611111111,better.immediate,0.0018,0.962962963,trial24,1,44,55,100,0.0025,0,0
